FuncionarioId,Mes,ReclamacoesResp,ReclamacoesSolu,DesempenhoGeral
a1cc270e-aedc-4b4f-b644-afd40ceb3150,2023-04,18,15,5.56
74a251d2-99be-461a-a21c-f2a85bc0a9f4,2023-04,15,0,6.14
0abb8ecb-e292-4d3c-88c1-1383a201194a,2023-05,5,0,7.8
3c95ede7-1d66-4345-adf0-18e1ee229aeb,2023-06,8,8,6.69
ffae671c-23e5-4bcb-b1eb-d85a7d45010d,2023-10,6,5,7.66
eb0b5fc3-e878-4fbc-9a6a-98761a426060,2023-02,18,4,5.71
085cfc55-10bd-49b4-ae50-ced576ff786f,2023-07,19,12,6.5
7395b044-1a6a-4073-9ebd-a5857533a5fc,2023-04,10,9,8.91
628f8bbc-1ca3-4732-b772-a85edf61cc1d,2023-08,8,3,5.44
c3f5c9bb-fcaf-4357-a029-ec71bc2b2296,2023-03,16,5,7.05
7395b044-1a6a-4073-9ebd-a5857533a5fc,2023-11,6,2,5.82
390f518e-73b6-4c94-9c52-5864ca457d40,2023-04,7,0,6.36
1fe1785f-5457-408f-86e6-4166bc17220b,2023-12,9,6,7.8
877bad0f-027c-405e-a48e-8c07efd4309d,2023-05,10,1,7.26
6fd3f00e-c563-4865-8840-a3c4391a44a3,2023-05,13,5,6.72
390e8195-c75e-40c1-9a93-c77120f60956,2023-03,18,18,5.17
48f1e189-347f-452f-b917-ffca247c2ae9,2023-01,20,7,5.34
37a5b86f-7ead-4305-8a03-7ead33e9f988,2023-08,20,10,7.39
f6f0e261-b92e-4303-b0fa-853c4477a2da,2023-12,6,4,8.89
1382b119-7eec-4094-93e4-6f0aae9d903f,2023-09,19,3,8.13
1a97ade5-2b86-43d3-8040-0d1d6a7e61f1,2023-07,20,7,9.56
44548129-61d5-4ae3-a3aa-f26014d90c36,2023-08,6,1,9.03
404e9494-639f-4be4-8c24-bcef484358af,2023-03,14,3,5.55
bec1cbb7-ca21-4497-925e-b1051c3c2abd,2023-07,7,1,9.97
27d1ff82-e602-4b5f-80b9-0576481ce586,2023-11,12,0,6.19
5018fd42-7e89-41d0-bb79-2342d1661b7d,2023-02,5,4,5.01
793612be-e4b8-44f0-b0dc-3c6ff83c00cc,2023-08,12,12,5.52
e9a1e8de-ace1-44fe-993c-d33ebdfb1ad2,2023-12,17,16,8.42
47246d7f-328f-4c8a-9c18-b5c101822cb8,2023-09,17,2,8.43
ca158d73-bfb2-4f73-84ae-fdafa0182667,2023-03,17,1,8.46
09c2dbcb-74d1-4e8e-a9f5-953ccec615d6,2023-01,7,3,7.56
047545ff-1132-492a-9b66-b34921459334,2023-03,12,0,6.98
4f6fdd90-f0df-4b54-aa4a-20697f710c8c,2023-10,9,7,7.2
1a7b65f2-c2aa-433b-81ec-016a224fbf6e,2023-12,9,0,5.79
37905a4f-d0cc-415f-b58a-8121b93e44a9,2023-09,5,3,9.16
885c26c1-bc30-46ed-83e5-cb3d82330b5e,2023-02,16,5,8.46
9d190cfd-c83e-4723-8158-331e684bc63b,2023-10,13,1,5.3
f22325d3-a3d3-4753-9118-a0c35918770d,2023-09,14,10,5.46
9940aa18-64bb-410c-8081-625a483a0b38,2023-09,12,10,9.02
f10720a0-7514-4a5c-891d-bea338c9970e,2023-03,6,6,6.83
0a59acd0-528a-4712-b87c-0eac266ac03a,2023-03,14,0,9.93
a0b1e9a7-b08d-45ca-a73e-7fd953095e67,2023-03,18,4,7.92
7f55c667-f318-4b29-ae58-699fd4d09a5a,2023-12,17,17,6.06
08acf51b-0c54-43e0-90a7-9cc26563118e,2023-03,12,4,8.06
8dbb513c-98d6-4f55-85e8-59ac1d66ca83,2023-02,17,13,7.28
fa6fe44b-383b-4d7b-a7dd-834fb5fcc3f1,2023-02,18,11,8.31
0940ce42-4ca2-4f35-b312-cab0b0e8c2d1,2023-08,16,5,9.32
03d3ebcf-b27d-4c4b-abfd-25e0f6b7b3ac,2023-11,20,2,7.43
65e2de04-58d1-4418-ade1-9af1db6b8e84,2023-07,6,4,6.3
a660413f-78cc-4247-b5a1-b0b87c00b117,2023-12,6,4,8.71
d64c8a82-9ecb-4a36-be9d-bbb8b1a98e0c,2023-04,10,6,9.98
7a7efd25-5a6f-4709-b8c5-aaea95dc1ade,2023-07,17,9,5.58
ab483d0d-ce43-4ae1-898c-b15f002210a8,2023-06,14,11,7.65
8ab69c46-b223-4ea8-873d-cbe137d6b1e6,2023-04,5,1,5.7
2fb5f6f7-0f6c-4760-8173-4ed3582b00c9,2023-10,7,2,8.12
0f293bbb-91b3-46f8-97d3-b72328543518,2023-12,13,12,7.11
cd2014a9-d829-4f53-b649-47f9a6b93fb2,2023-06,7,2,9.39
80dc8a65-d249-4f60-a2c1-b6ec0262ce79,2023-11,11,7,7.6
f03eb03d-b2ba-47d0-919a-aa240ee56fe6,2023-06,18,8,7.58
2d2945eb-4c24-4258-8643-fcff38a48126,2023-11,15,3,6.0
6855bd77-a1d8-4289-9fbf-232c7573e5d6,2023-10,8,2,6.75
13377122-27aa-4a1b-a912-b2753b45f7ba,2023-05,12,6,8.34
18727491-8478-4925-a949-55b5facaa7ec,2023-10,12,11,6.89
bcd25d32-3afa-40e6-846c-aa6a0ec28b0d,2023-02,17,3,6.75
13377122-27aa-4a1b-a912-b2753b45f7ba,2023-12,11,9,6.44
cea7128f-d6d8-4478-8280-3aaee172267b,2023-04,12,1,6.69
8057938a-93da-43ef-ac98-227e2436b3d1,2023-01,19,6,7.99
87778e67-444c-49be-a309-ad2e3d08bea0,2023-10,7,2,9.65
2de10161-a26e-4ebf-ac80-4a08a06bec4f,2023-04,13,2,8.76
6d7dbed8-aff3-4a2d-a28e-652369f72f4b,2023-01,18,1,7.43
80e84830-fead-49c2-a24d-ee3949a2df4e,2023-01,7,0,9.67
7dde428f-0b09-4727-b3ea-2295c30833e3,2023-12,10,5,6.38
27d1ff82-e602-4b5f-80b9-0576481ce586,2023-05,9,7,6.87
596dc5b2-43a5-4323-8e85-8e752fcceb04,2023-04,10,1,7.18
1a7b65f2-c2aa-433b-81ec-016a224fbf6e,2023-09,19,14,8.27
8e8e7e39-1017-460f-ab16-53374e0afeff,2023-01,18,4,6.57
08c57dbe-6199-4085-b56a-8def33be3e56,2023-11,9,0,9.51
10f9737e-5cdd-4c5a-b355-3f37108189d4,2023-02,17,17,8.07
f5c2199c-dd4b-4618-89b8-2faf704cf74e,2023-01,10,10,6.55
37a5b86f-7ead-4305-8a03-7ead33e9f988,2023-06,17,8,6.65
2b4356e9-b7ba-4377-9687-6773ccf99b68,2023-02,5,1,7.15
2162586c-d4d1-4fc2-8a14-6d4b4b6350e4,2023-06,15,5,6.21
1fbf7c63-4bdf-49df-bab1-2e8d53784c46,2023-05,5,5,8.47
eb53d46f-2b02-46c6-af40-b35df796f3f2,2023-09,6,1,8.13
2bf835b9-fcc1-43ff-a415-c638a87f75b0,2023-09,11,3,5.61
c6fd59bf-e616-4ec0-aed0-76cb8c1cbda8,2023-02,16,16,6.08
d7e23b18-139f-49e0-bdb1-2b6b4f7772b1,2023-06,12,6,5.84
326e1705-ffdf-4629-9e99-7950bf4360f5,2023-12,19,7,8.58
73a6dd9c-719a-485c-bfcd-43a8ed9c1aea,2023-08,7,6,9.9
0d6948c0-e134-482d-9325-d4c9e8f3055f,2023-08,13,0,7.75
d2cebb18-6f6c-4fc6-a04f-641e0c7a35f2,2023-06,15,15,5.72
643788d1-0d07-4657-83d8-69689a6763b8,2023-05,16,15,7.45
40119a2a-325b-4a8e-8230-27a816e84432,2023-05,11,1,8.91
36cfd287-1585-4508-9ae7-bbfe5d725eda,2023-01,17,13,6.44
c33ca5f1-2cdf-4451-ba9f-2ffc19c700c0,2023-04,15,10,7.1
00ca434a-c5c5-4e24-9fac-1d29db8dbe59,2023-12,11,1,7.21
a16419bf-ab68-4e1f-ab5c-a585677f37a5,2023-03,13,8,6.88
000e0e6f-fef7-4601-a435-af0938a044b9,2023-06,13,5,8.2
80dc8a65-d249-4f60-a2c1-b6ec0262ce79,2023-05,16,5,9.62
b2692c62-b639-4cc0-809d-957a009ab4be,2023-05,5,5,5.05
ecd118ff-470f-4c33-997c-f428c20d024d,2023-01,16,10,6.98
2fb33c63-4389-4a00-bcd7-a5a0e1735a67,2023-12,6,6,9.96
7c3bf74b-9e5d-4231-8820-2704a3425b6d,2023-02,10,3,6.69
d7b7b360-a84e-44b8-a170-cdd45b3f5349,2023-11,6,3,5.66
2b90d690-d6dc-4ffa-b67f-8df45877fb51,2023-09,8,2,6.23
a60b068f-9b68-4a94-b529-e0001a07e1b4,2023-08,8,4,6.25
7dde428f-0b09-4727-b3ea-2295c30833e3,2023-05,16,5,7.26
d0b97bb0-9c9a-4a91-a056-4120abbc1406,2023-12,9,0,6.42
7ebee1f9-3658-4c2e-9b1d-6da83e6736cf,2023-11,9,4,9.57
b27230bb-509c-4db2-bc04-ad9bbf12606a,2023-11,11,0,7.51
01cf8517-0c4f-42e8-987f-dbe9df213956,2023-09,13,9,7.9
1b51315e-59fa-41eb-b692-1ea3ae8f643d,2023-03,16,16,5.33
13377122-27aa-4a1b-a912-b2753b45f7ba,2023-04,19,11,6.68
1b9f82ba-9bc3-4b9a-ae35-a4bd5e1c5919,2023-05,16,0,5.54
9db0bfc8-a13e-4c80-aa86-0c7a6c29505e,2023-06,19,11,6.03
291eb986-afd0-4ce0-90b0-441a59cd8ed2,2023-05,7,5,5.89
f94d433e-b8cf-45bf-a2fb-aec573e42f49,2023-09,10,9,6.33
72a365d4-3f9a-478c-a1f0-2324065795f5,2023-04,12,10,7.49
47017dd4-5f87-40c9-b111-41839580f3d8,2023-09,8,8,5.45
fefb745d-0551-4d1f-8152-9c175c4734ad,2023-07,13,10,5.07
32bc50d3-9e0b-4115-bdc9-b98a81429f5d,2023-12,7,7,5.97
abcfe9d8-0d39-443e-921a-5c32bd802cde,2023-09,19,4,8.26
0437e02a-5808-401c-a161-3e7468861c62,2023-02,11,6,8.8
f1e2d5a7-ff06-4a55-8ee7-e039b891cbe1,2023-01,19,1,6.74
85d52f55-e93b-4aff-97b8-4142676690f6,2023-04,15,0,9.51
a9cd0a40-63ae-475f-b3c5-a38f2536a480,2023-12,7,4,8.46
d64c8a82-9ecb-4a36-be9d-bbb8b1a98e0c,2023-12,14,0,5.81
4dd1cdb2-698f-42bf-a61c-cb08a0e23152,2023-07,5,3,7.44
b4870f09-ee32-4189-9fe8-48f72598189b,2023-08,7,3,6.61
1ddf4c8a-2ff7-4ca8-981a-13df42366a8b,2023-11,16,3,6.37
32f69de6-285f-4a75-8d68-1c33d6e858d5,2023-05,7,7,7.49
5f440564-e822-4505-ab89-cc5111e7bfd4,2023-08,17,9,5.59
7ef967a7-8e6a-4533-9827-6591deacdf93,2023-06,5,4,5.36
2c5018d9-e077-43fe-a3aa-8a762ea1f8d9,2023-02,16,6,8.27
047545ff-1132-492a-9b66-b34921459334,2023-09,19,9,6.5
6b808309-7357-4f14-93cc-e9879e101c77,2023-03,9,5,8.59
404e9494-639f-4be4-8c24-bcef484358af,2023-04,17,4,5.63
b52ee9e5-c8e0-4e9f-8b11-c35e0acac3bb,2023-07,11,0,9.27
cec5b365-cbd1-4d45-b8d8-2e21f9a216e9,2023-05,6,3,5.51
a7279867-a9c5-493f-b53f-ff2bbdcb1aca,2023-11,20,11,7.88
2d6d60c6-6f33-4c4c-9def-8c9d5741a2d9,2023-10,17,9,7.18
390f518e-73b6-4c94-9c52-5864ca457d40,2023-09,18,16,6.46
0244211f-c9cc-4420-a1b4-a1eb2c6b0f88,2023-10,5,4,9.84
04eb250d-4303-4265-950c-dcc861c051b0,2023-09,14,7,9.79
83626c30-44c5-48ec-93e4-b60f30dd4cb0,2023-04,9,4,5.81
78524a16-ebc3-4486-a6ff-44d3006e7cee,2023-08,19,7,9.74
2609d13d-20f6-4255-9e3a-fc67b5942e8d,2023-08,6,2,7.09
f6dec9ed-3dc6-4850-a345-d5bcb4cbc2cc,2023-06,5,0,9.31
4ba8877f-e447-4b42-8883-9c14fd7c077a,2023-10,8,1,8.5
e77c5e8f-4ff1-4885-86c9-b12498222442,2023-10,9,5,8.12
1f5b0117-79ce-4bff-8886-1ec651a0bf66,2023-07,9,7,6.79
e28e31d6-0287-448c-9f68-51770c4b70cb,2023-08,7,2,7.09
43fc7cce-29c0-464a-b749-c139b0db5d8d,2023-10,5,2,5.58
eec160c5-c84a-4de9-9585-98d26c61f779,2023-02,18,14,9.47
ce82efaa-79cc-42a5-afed-50a5b2b9493c,2023-05,11,5,6.09
a16419bf-ab68-4e1f-ab5c-a585677f37a5,2023-11,16,2,8.21
1f688e00-5e48-4462-96cb-9351174c660b,2023-11,7,6,7.04
de8e3b9b-bf35-4eee-870a-2b5dbf1c3701,2023-12,8,6,6.31
3deafb8d-700a-4f89-8860-e0a2b470d843,2023-05,17,8,6.81
564448e8-ab28-4bd2-96a9-edbdacacdddf,2023-12,19,5,9.37
c7565fd4-0594-4718-a240-535a993dc39a,2023-03,5,1,6.05
fbbe98b4-b935-4b10-b054-58bd663796be,2023-04,12,0,7.74
8135253d-7bd2-4d74-ab81-cdb1425be9dd,2023-02,5,4,7.92
994a84c5-629c-40fd-a63c-1cd6e80739a0,2023-12,14,5,9.48
fb5117af-7d14-4cf3-9ebb-5011a8c4a3a8,2023-03,18,18,6.49
ebb61107-c796-4432-a7b7-c3b4b775c342,2023-02,16,12,8.89
633a6ffc-f949-4033-807f-d2fb68296910,2023-09,20,18,5.72
447cd7c1-e982-4843-a960-5fcb848df74a,2023-07,7,1,6.5
f05de0f2-5251-4fd9-a7d7-8998f086b452,2023-02,9,2,6.74
c2bb4915-8742-4e3d-b708-0865835bd99d,2023-07,15,15,9.45
f3ca9027-138e-429a-89b2-599b03f29433,2023-11,20,3,9.34
3e03e07b-1961-4fc0-95f4-e01583831397,2023-09,6,3,6.14
1382b119-7eec-4094-93e4-6f0aae9d903f,2023-02,18,5,7.54
a458c1b1-db12-4660-abb5-23e3bc361831,2023-05,16,4,5.27
49073242-6d47-465b-958e-9e207080b218,2023-10,20,17,9.25
7eecd0af-8c74-4a7d-9bce-44902a06e5c2,2023-07,9,0,7.49
37c8ad73-cb06-4079-82c9-25be12d948b3,2023-07,19,9,9.96
e761dec1-f9b5-4a6e-b438-e190c3b31a64,2023-01,11,8,8.92
b7f012a4-7553-4743-beb7-a734f89c60ca,2023-09,5,5,7.52
dbe7923a-7e2e-41e5-85d0-e870c1b6dcc4,2023-02,11,3,8.56
95598c23-abe6-441c-be6c-6ea27ce44e0f,2023-07,19,7,5.92
35da80a8-08d5-4962-aa43-44cdfb5f6923,2023-11,13,12,9.29
f05de0f2-5251-4fd9-a7d7-8998f086b452,2023-08,7,2,8.1
d47ba7ab-9431-4674-9467-8270bc0617f4,2023-02,16,2,9.2
b1f062bf-4fd2-4dd6-a3c3-9b719beac4f7,2023-07,17,12,7.49
9ef1d163-3548-4bba-9cd1-cac4a2775dc9,2023-10,16,8,6.55
2e8e3bf8-c5f1-4ed5-b23c-af763f238428,2023-11,5,0,8.52
74b9f0ef-1c81-4246-ab64-45efd813ff32,2023-02,11,11,5.65
a867ebe9-cf43-459d-bb04-081a9cca15a1,2023-03,9,0,8.95
f98d91f8-bd68-435d-a95a-bc46a9e524b6,2023-05,19,7,8.75
2bd8032e-4e9a-4d8e-8fdd-bdb85bce927f,2023-04,12,2,8.69
6af2eb00-d530-45b0-91ec-14dcd174013f,2023-12,17,0,9.6
5404fc68-a68e-4f8e-9d22-5b6e22a4b8f8,2023-10,14,9,9.3
abd0aa6a-bb12-48a3-ac86-4ed0a13c75c7,2023-04,20,2,6.46
ae1bf0bc-9f39-4ae3-9a9a-421082910be2,2023-12,5,0,5.31
37905a4f-d0cc-415f-b58a-8121b93e44a9,2023-02,11,1,8.66
ebedf739-9067-455d-a9b8-7b76a8306dbf,2023-09,8,0,6.8
53fed039-e2a0-479c-8699-f4da29646e05,2023-01,16,16,5.51
cec5b365-cbd1-4d45-b8d8-2e21f9a216e9,2023-07,8,4,7.83
1301b293-5ba0-4537-b42e-50ee592cb908,2023-04,8,1,5.45
4f1b7f06-5f32-4cfb-8254-3d8cc3237874,2023-10,18,12,6.1
7eecd0af-8c74-4a7d-9bce-44902a06e5c2,2023-06,8,7,7.07
d65d4d0e-775b-430b-b252-8bb2cb43fc28,2023-05,15,7,7.15
d9a31e0b-93e1-4e88-be79-504378845b44,2023-03,13,11,9.69
fb6bbccc-5265-40d1-b771-3b2a188e3ca1,2023-08,19,12,8.22
bcd25d32-3afa-40e6-846c-aa6a0ec28b0d,2023-12,20,20,8.22
3deafb8d-700a-4f89-8860-e0a2b470d843,2023-02,18,18,6.19
ea5f7d4c-593c-463b-a5d1-3a5891a654f9,2023-02,18,2,5.53
88b9cf05-e870-45a3-96ce-f1079fe5b9f2,2023-07,7,4,5.9
84d76f74-63e9-466b-8207-a148457631c6,2023-06,18,18,5.81
5485fe31-fea4-439f-b07c-2f89f1040ea1,2023-02,9,8,5.68
6b808309-7357-4f14-93cc-e9879e101c77,2023-04,6,2,8.66
fcca7dd4-d642-4059-b6d8-b532d76e38a7,2023-08,19,15,6.99
ee48fe86-22fd-48cc-b19f-13c35d13655e,2023-06,15,7,9.82
d0fac311-77fb-4f11-8a2b-341c2bd92fe9,2023-07,7,1,6.79
37a5b86f-7ead-4305-8a03-7ead33e9f988,2023-05,12,6,6.35
be6e8244-0f6a-42dd-95c5-fc26339555b2,2023-08,16,0,6.82
64582b4a-f748-47dd-9b72-90d929e3276d,2023-01,15,12,5.4
be20625a-30c9-42e5-956e-552e83010a42,2023-12,19,9,8.37
e596a8b3-6b91-4633-aea4-dffd23a4a76b,2023-12,11,1,5.99
fb7263f5-d766-4911-bdae-56316a750988,2023-12,17,12,9.13
df3db723-495f-438f-a0d1-a5c183ccd0a5,2023-08,16,11,8.6
4e7b479d-423a-4be4-bccb-f3c9debaec35,2023-09,9,8,8.81
d2cebb18-6f6c-4fc6-a04f-641e0c7a35f2,2023-09,11,2,8.72
f0072c54-51a3-4c02-9a18-a9b16530e1cb,2023-05,18,10,6.69
87ca96cd-db76-441d-b39a-0f4b6e41f57c,2023-09,12,6,8.46
f0902c12-a530-4b2b-803d-d037c9f7c996,2023-09,16,15,7.11
ad7209d3-f0e3-4d40-9e3f-e31bac95e7a8,2023-09,10,0,7.5
f93fd8db-aa51-41c0-b959-5aaa3d0fc666,2023-05,18,13,5.67
1382b119-7eec-4094-93e4-6f0aae9d903f,2023-07,10,2,9.56
3d8f9093-454c-452f-be09-5059b3d5770a,2023-01,20,14,7.48
88eba673-1f6c-4684-8fbc-ead3e24ce6b8,2023-05,19,1,8.02
9d190cfd-c83e-4723-8158-331e684bc63b,2023-11,18,14,7.08
9955c6dd-9387-4bcc-befd-68c7e08213fb,2023-11,17,5,5.81
01cf8517-0c4f-42e8-987f-dbe9df213956,2023-05,20,11,7.01
8135253d-7bd2-4d74-ab81-cdb1425be9dd,2023-04,12,12,9.9
c9c57497-43ec-4219-8189-a14780360f9f,2023-10,13,6,5.78
b8ebcbdb-c70e-436d-86a3-c47371ae1f12,2023-06,15,5,6.51
793612be-e4b8-44f0-b0dc-3c6ff83c00cc,2023-07,16,16,9.49
1d756685-5bfe-4a5f-a65d-3ceb250a9cb7,2023-11,12,10,6.18
f05de0f2-5251-4fd9-a7d7-8998f086b452,2023-04,16,13,7.05
681c6fd4-34f6-4dbf-b233-ff4a2adda8f1,2023-02,15,5,6.71
1ab0431d-99bb-4530-9512-82d9a44e238c,2023-02,10,7,5.97
766e2729-c8e3-4e0f-a5b3-d6f6a2cb01ba,2023-05,13,4,9.74
240a05b5-8ef7-4963-8759-b034da21fd41,2023-08,7,4,6.55
0d310077-0140-4464-a4b2-538f2b3aceb5,2023-03,7,5,9.01
6db798ca-8a28-4024-9dd7-6b4a2b776c15,2023-10,19,8,9.16
c68c01aa-cc1b-4b20-b3c4-ce33cc4f9497,2023-03,18,12,8.03
41fb08df-c592-4f69-a90f-8683c9936dbc,2023-11,10,8,9.45
0244211f-c9cc-4420-a1b4-a1eb2c6b0f88,2023-01,6,6,8.95
6b392216-d658-47de-991b-062c1ea55db8,2023-09,7,4,7.48
f6bb1e70-d175-4c88-9fe7-fe25c48f0a07,2023-02,8,6,5.94
34bab0ae-43c1-4ad4-b261-abf1efd1f67f,2023-01,5,3,9.43
6b392216-d658-47de-991b-062c1ea55db8,2023-12,20,9,8.99
2de10161-a26e-4ebf-ac80-4a08a06bec4f,2023-01,9,6,6.11
2d2945eb-4c24-4258-8643-fcff38a48126,2023-09,10,7,9.88
697b2984-2a0c-4a5d-9ff7-1b5a5675d17e,2023-07,13,6,9.97
1d94faf5-8632-40c2-b40a-f15793933cde,2023-06,15,6,6.9
a458c1b1-db12-4660-abb5-23e3bc361831,2023-07,10,1,6.79
23254b4b-abe8-41b0-91aa-601009d2db5e,2023-02,13,2,8.4
b5038725-6022-4be2-aa4c-5d8c370b31ba,2023-04,10,4,8.44
e8fa1734-bc61-4058-8ecf-677c02a42c98,2023-03,8,7,8.04
29cca8df-f82c-4c47-885d-4126a1a89c7c,2023-01,14,12,5.54
fbbe98b4-b935-4b10-b054-58bd663796be,2023-03,19,1,5.99
bdb4e437-c8fb-4837-8b6c-7d948c5d1d16,2023-05,11,1,8.87
c6fd59bf-e616-4ec0-aed0-76cb8c1cbda8,2023-03,20,8,9.28
10f9737e-5cdd-4c5a-b355-3f37108189d4,2023-01,16,1,7.9
f93fd8db-aa51-41c0-b959-5aaa3d0fc666,2023-08,12,6,8.59
47246d7f-328f-4c8a-9c18-b5c101822cb8,2023-04,5,1,6.85
1dc31fdb-35e7-43ab-8d12-1df549acf9ef,2023-11,20,8,9.92
6306fac6-e68a-4d87-b65f-03b70ecef63f,2023-06,6,2,5.04
bbcc52e4-2f5d-4d4c-aae8-6c0567198a81,2023-03,6,3,6.6
cf11b024-4469-4654-a4e7-a3c7c4928ee5,2023-06,18,9,6.84
89252952-75b2-47b3-b722-bedf9fff6501,2023-03,15,1,8.37
2f295544-dd35-4de6-b4a3-10540efa9f71,2023-11,16,1,5.5
f6bb1e70-d175-4c88-9fe7-fe25c48f0a07,2023-09,11,1,7.87
2e8e3bf8-c5f1-4ed5-b23c-af763f238428,2023-06,11,0,5.04
e1600cbc-0026-45af-91cc-dc0f836b7d22,2023-04,10,9,9.92
abd0aa6a-bb12-48a3-ac86-4ed0a13c75c7,2023-01,9,8,5.7
a59e9f13-b589-471b-a392-77a310a499ad,2023-01,9,5,7.05
013c76e4-7efa-4207-a6d8-9f731e9822b4,2023-08,17,6,9.69
7ffa6e1c-b29c-4bdd-a343-ca12dceaf52a,2023-09,12,0,7.84
f98d91f8-bd68-435d-a95a-bc46a9e524b6,2023-08,11,0,6.41
dd5104da-3d7e-4435-aead-c9cf25dcb2a8,2023-05,11,10,5.62
4ba8877f-e447-4b42-8883-9c14fd7c077a,2023-03,13,1,8.35
a2cf0f7b-0c6e-4cb7-b4cb-eda7bb878be6,2023-01,8,8,6.5
3d0003d8-b7f8-4560-bca8-92c7610d250a,2023-06,9,4,7.0
e18f5d8e-dce0-4f03-95de-62aa9aec0139,2023-11,10,8,9.69
d98e0750-40e4-4ca9-85cc-9907163c06e4,2023-03,16,2,6.11
ae7a620f-f130-441a-a510-3e0cd37d078e,2023-07,10,2,6.58
1f1df362-fa7a-42f0-b0bc-ef499cb485a9,2023-05,14,11,8.74
8af0e2ce-9b9d-476d-bcb0-38c81f4df740,2023-11,11,9,9.06
9a8edfd8-740b-4cc3-a7a1-d17a110878e4,2023-06,17,9,8.64
21dca40b-2b88-46ad-a157-b0e84ffbea2c,2023-07,7,1,9.91
ba61618a-489c-4aa2-8b00-02124152bae5,2023-04,16,13,9.53
a09cea6b-42a8-46b9-a8f1-326a14c5002e,2023-04,7,4,8.99
37905a4f-d0cc-415f-b58a-8121b93e44a9,2023-08,10,10,8.04
b438c47c-b9a8-4b93-9920-81c7be566889,2023-01,8,8,7.96
b065211e-f0fe-402a-badf-d3742c41d4a4,2023-11,5,1,5.91
0d1129cf-f75a-475d-8190-91b8f9703502,2023-10,15,4,7.49
7400d445-cbd9-4eb4-a31f-22553569bc18,2023-03,5,0,9.92
df74b82f-336b-4d11-b505-66010a3115b5,2023-02,14,4,7.35
03d3ebcf-b27d-4c4b-abfd-25e0f6b7b3ac,2023-03,19,15,9.33
c94f6f5d-57e5-4fc5-a6fe-2ed52969180d,2023-06,9,1,5.62
6ed25ab1-8758-4afc-bab2-fae0360c2b5b,2023-03,6,3,5.75
13bdaca8-60cc-49c8-bc3a-c01de5ff1190,2023-01,7,4,8.37
c108a15b-45a2-4e2f-8de9-13acfafb3b3e,2023-07,6,0,9.27
32bc50d3-9e0b-4115-bdc9-b98a81429f5d,2023-07,19,0,8.9
dafe37fd-301c-4dcb-8640-5c089d0cb92f,2023-08,13,7,5.16
04cd65c0-32d0-4d53-98af-697f08412baa,2023-10,16,0,9.24
25cadfd9-24d4-457e-b9cb-54b698f336b8,2023-07,11,1,6.58
2b37c662-84c6-4230-8fa2-7b314c2d56e4,2023-04,13,0,8.87
642a5f0a-a901-4f29-a61d-526bdcdd9acb,2023-04,18,16,9.31
eb53d46f-2b02-46c6-af40-b35df796f3f2,2023-10,12,3,8.39
e917b8dd-275e-42e9-9377-9376beb47d8b,2023-06,7,1,8.96
648dac8a-c434-498b-8569-26f60493ccb9,2023-03,8,8,7.4
fa77cb63-5f40-4032-bbe8-3130a0f1601c,2023-01,19,3,9.6
a79e6937-31ce-4128-9223-557ef025e880,2023-11,5,3,8.17
ea0593ac-226a-419a-a026-5340a2141e07,2023-09,18,13,6.96
523d41f1-8707-4468-9440-59b7dfd37461,2023-12,6,1,9.62
ac90902d-bb57-4f9a-80f0-841d715e71a4,2023-10,13,9,5.54
527a8a86-800d-4db9-83ea-2404d7ecdf9b,2023-09,7,5,6.3
03659d7c-3421-4117-91cd-fb9177ae4159,2023-03,19,14,9.76
ecd118ff-470f-4c33-997c-f428c20d024d,2023-10,7,4,8.16
19ad3ebb-065a-4336-98e1-777c2d6e1d84,2023-12,19,19,9.71
09c2dbcb-74d1-4e8e-a9f5-953ccec615d6,2023-02,7,5,9.08
4f6fdd90-f0df-4b54-aa4a-20697f710c8c,2023-02,18,3,5.46
5d378129-9f26-46d6-90be-17869b821b0f,2023-04,10,7,6.74
c5ca9ff0-0baf-4d49-97a2-c39111c49735,2023-09,11,6,9.96
6584e2be-4391-4146-bda1-5d6274718b80,2023-07,13,13,6.75
4891e71b-8fa4-4a0f-ac1a-ea757e5f324f,2023-06,9,1,6.05
65e397d7-bce5-42c0-9d91-eb09378f985a,2023-04,10,2,7.92
4d178c94-ec01-41cc-bf21-e92f22b9046a,2023-04,7,6,7.1
245433c2-a3a8-4481-9c06-fb910c32ccec,2023-05,9,2,7.68
28956f26-81f2-49de-acc1-db4f5d6a632a,2023-11,9,5,5.67
8c119e5d-0bad-425e-b8db-09062b32c577,2023-02,11,2,9.71
c108a15b-45a2-4e2f-8de9-13acfafb3b3e,2023-12,14,0,6.19
7889a488-002a-489d-bd4d-2b310b31f3ac,2023-08,8,3,7.87
f03d7483-ef2f-4a2c-94b7-b6ab5959e970,2023-04,10,8,7.08
ed215aa9-3bcd-451e-86f0-aa90722252fc,2023-11,14,9,5.55
7317232a-8866-4507-88e9-2f411cca2f61,2023-02,12,11,8.87
7ffa6e1c-b29c-4bdd-a343-ca12dceaf52a,2023-12,7,1,6.31
4399752f-169e-4146-a144-1cbdd36762cb,2023-01,9,8,5.35
09cdb23a-3a1f-45cd-998d-967e24bcbfd6,2023-10,14,9,9.28
a2cf0f7b-0c6e-4cb7-b4cb-eda7bb878be6,2023-10,19,11,8.41
48134abc-affc-4ebf-b1b4-7b27ff0f8cc9,2023-11,16,7,6.13
